7.8e-05,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,26,60,15,19,0,0,0,0
0.006218,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,2708,35,644,3183,0,0,0,0
0.013675,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,5039,125,8,17,1,0,0,0
0.020375,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,6784,64,999,2224,1,0,0,0
0.025753,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,8897,40,11,19,2,0,0,0
0.033479,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,11484,770,259,1620,2,0,0,0
0.042692,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,13582,174,53,19,2,0,0,0
0.055888,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,16186,20,14,2728,2,0,0,0
0.063874,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,16280,61,20,289,3,0,0,0
0.067879,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,18371,89,1718,2433,4,0,0,0
0.075144,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,18038,411,831,103,4,0,0,0
0.081443,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,23836,21,1278,2333,5,0,0,0
0.085867,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,25628,1048,796,1064,6,0,0,0
0.093818,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,28281,1171,285,2689,6,0,0,0
0.101627,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,30770,1349,214,2275,7,0,0,0
0.107385,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,31813,746,473,1697,7,0,0,0
0.111597,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,35075,1358,468,775,8,0,0,0
0.11721,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,37182,1316,1018,1190,8,0,0,0
0.125767,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,39793,2317,17,566,9,0,0,0
0.133368,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,42739,2109,970,1063,9,0,0,0
0.136017,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,44715,21,19,534,10,0,0,0
0.141593,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,47940,174,1077,2094,11,0,0,0
0.146656,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,50286,41,1692,510,11,0,0,0
0.154014,10.0.1.1,10.0.8.3,50000,8080,50,102,7,3,2,1,51840,1017,812,2355,12,0,0,0
0.158799,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,54793,58,17,553,12,0,0,0
0.166564,10.0.1.1,10.0.8.3,50000,8080,50,95,7,3,2,1,56265,304,1990,2327,13,0,0,1
0.174504,10.0.1.1,10.0.8.3,50001,8080,55,102,7,3,2,1,58885,1864,1186,5742,13,0,0,0
0.181607,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,60212,1794,1948,2924,14,0,0,1
0.1862,10.0.1.1,10.0.8.3,50001,8080,55,102,7,3,2,1,63226,2209,1295,5547,15,0,0,0
0.19214,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,64970,2906,1366,2899,15,0,0,1
0.201149,10.0.1.1,10.0.8.3,50001,8080,55,102,7,3,2,1,68933,2995,1471,4782,16,0,0,0
0.207685,10.0.1.1,10.0.8.3,50001,8080,55,102,7,3,2,1,70405,3138,1409,1925,16,0,0,1
0.212794,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,72833,2782,2057,5411,17,0,0,0
0.220882,10.0.1.1,10.0.8.3,50001,8080,55,102,7,3,2,1,75636,3364,1426,2480,17,0,0,1
0.226044,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,78010,3331,823,5280,18,1,0,0
0.234237,10.0.1.1,10.0.8.3,50001,8080,55,102,7,3,2,1,79800,4439,1454,1627,19,1,0,1
0.241036,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,83279,3906,1801,5160,19,1,0,0
0.253346,10.0.1.1,10.0.8.3,50001,8080,55,102,7,3,2,1,86320,4471,1411,2522,20,1,0,1
0.261838,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,88553,4332,1115,6220,20,0,0,0
0.272947,10.0.1.1,10.0.8.3,50001,8080,55,102,7,3,2,1,89207,4671,2053,1938,21,1,0,1
0.281474,10.0.1.1,10.0.8.3,7000,8080,49,1462,7,3,2,1,92648,5307,1398,4989,22,1,0,1
0.296917,10.0.1.1,10.0.8.3,50001,8080,55,102,7,3,2,1,95290,5173,753,4731,22,1,0,1
