578.532792,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,28,11,7,23,0,0,0,0
578.557454,10.0.1.2,10.0.8.4,50180,9090,70,102,7,3,2,1,28,8,66,128,0,0,0,0
578.559046,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,44,8,8,8,0,0,0,0
578.560861,10.0.1.2,10.0.8.4,50180,9090,70,102,7,3,2,1,19,46,71,8,0,0,0,0
578.563054,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,32,7,44,1337,0,0,0,0
578.564749,10.0.1.2,10.0.8.4,50180,9090,70,95,7,3,2,1,60,7,8,30,0,0,0,0
578.566255,10.0.1.2,10.0.8.4,50181,9090,75,102,7,3,2,1,66,7,72,1222,0,0,0,0
578.567699,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,39,6,6,1435,0,0,0,0
578.569125,10.0.1.2,10.0.8.4,50181,9090,75,102,7,3,2,1,635,7,34,18,1,0,0,0
578.57057,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,33,7,7,36,0,0,0,0
578.57223,10.0.1.2,10.0.8.4,50181,9090,75,102,7,3,2,1,810,8,7,940,1,0,0,0
578.573761,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,39,8,7,28,0,0,0,0
578.575223,10.0.1.2,10.0.8.4,50181,9090,75,102,7,3,2,1,33,8,7,31,0,0,0,0
578.576661,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,38,7,8,63,0,0,0,0
578.578326,10.0.1.2,10.0.8.4,50181,9090,75,102,7,3,2,1,514,41,36,1414,1,0,0,0
578.579961,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,20,7,13,69,0,0,0,0
578.581445,10.0.1.2,10.0.8.4,50181,9090,75,102,7,3,2,1,57,7,9,1054,0,0,0,0
578.58299,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,46,10,8,37,0,0,0,0
578.584517,10.0.1.2,10.0.8.4,50181,9090,75,102,7,3,2,1,19,36,7,95,0,0,0,0
578.586094,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,340,7,7,54,0,0,0,0
578.588028,10.0.1.2,10.0.8.4,50181,9090,75,95,7,3,2,1,31,8,11,24,0,0,0,0
578.589527,10.0.1.2,10.0.8.4,50182,9090,15,102,7,3,2,1,328,7,261,268,0,0,1,0
578.59114,10.0.1.2,10.0.8.4,50182,9090,15,102,7,3,2,1,55,85,9,13,0,0,0,0
578.592685,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,62,7,7,17,0,0,0,0
578.594388,10.0.1.2,10.0.8.4,50182,9090,15,102,7,3,2,1,31,8,8,61,0,0,0,0
578.596656,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,101,6,71,1133,0,0,0,0
578.598248,10.0.1.2,10.0.8.4,50182,9090,15,102,7,3,2,1,67,7,8,61,0,0,0,0
578.599854,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,61,65,8,115,0,0,0,0
578.601302,10.0.1.2,10.0.8.4,50182,9090,15,102,7,3,2,1,46,8,12,31,0,0,0,0
578.602767,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,153,48,9,161,0,0,0,0
578.604374,10.0.1.2,10.0.8.4,50182,9090,15,102,7,3,2,1,132,8,8,65,0,0,0,0
578.606198,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,39,56,15,196,0,0,0,0
578.607658,10.0.1.2,10.0.8.4,50182,9090,15,102,7,3,2,1,72,7,7,29,0,0,0,0
578.609138,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,810,5,6,1149,0,0,0,0
578.610831,10.0.1.2,10.0.8.4,50182,9090,15,95,7,3,2,1,50,12,10,31,0,0,0,0
578.612627,10.0.1.2,10.0.8.4,50183,9090,50,102,7,3,2,1,34,6,238,412,0,0,1,0
578.614264,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,857,7,11,1132,1,0,0,0
578.615799,10.0.1.2,10.0.8.4,50183,9090,50,102,7,3,2,1,34,67,88,23,0,0,0,0
578.617263,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,244,6,72,117,0,0,0,0
578.618737,10.0.1.2,10.0.8.4,50183,9090,50,102,7,3,2,1,39,7,103,29,0,0,0,0
578.620301,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,37,111,7,26,0,0,0,0
578.621859,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,47,43,15,31,0,0,0,0
578.623692,10.0.1.2,10.0.8.4,50183,9090,50,102,7,3,2,1,832,7,8,1180,0,0,0,0
578.625154,10.0.1.2,10.0.8.4,50183,9090,50,102,7,3,2,1,293,49,39,18,0,0,0,0
578.626664,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,449,7,7,1605,0,0,0,0
578.628175,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,459,35,6,30,1,0,0,0
578.629846,10.0.1.2,10.0.8.4,50183,9090,50,102,7,3,2,1,931,9,10,238,0,0,0,0
578.631404,10.0.1.2,10.0.8.4,50183,9090,50,102,7,3,2,1,50,6,7,280,0,0,0,1
578.632696,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,328,16,11,1719,1,0,0,0
578.633914,10.0.1.2,10.0.8.4,50183,9090,50,95,7,3,2,1,2480,41,7,38,2,0,0,0
578.635501,10.0.1.2,10.0.8.4,50184,9090,66,102,7,3,2,1,2014,69,7,212,1,0,0,0
578.636885,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,2496,7,7,33,1,0,0,0
578.638417,10.0.1.2,10.0.8.4,50184,9090,66,102,7,3,2,1,22,7,54,395,0,0,0,0
578.639629,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,181,97,8,20,0,0,0,0
578.640727,10.0.1.2,10.0.8.4,50184,9090,66,102,7,3,2,1,189,97,7,30,0,0,0,0
578.64177,10.0.1.2,10.0.8.4,7035,9090,52,1462,7,3,2,1,34,116,10,26,0,0,0,0
